Press TAB to move to input areas. Press UP or DOWN ARROW in column A to read through the document.,Energy Consumption and Greenhouse Gas Emissions Reporting - for 2017,...3,...4,...5,...6,...7,...8,...9,...10,...11,...12,...13,...14,...15,...16,...17,...18,...19,...20,...21,...22,...23,...24,...25,...26,...27,...28,...29,...30,...31,...32,...33,...34,...35,...36
Station #45,Ambulance stations and associated offices and facilities,135 Davenport Rd.,Toronto,M5R 1J1,11496,Square feet,168,0,85123.411237000008,kWh,11348.729394,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24623.510547019861,17.826151887149877,NA,AS45,Ambulance Stations
Station #46,Ambulance stations and associated offices and facilities,105 Cedarvale Ave.,Toronto,M4C 4J9,1572,Square feet,168,0,21069.711151,kWh,7445.3177919999998,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14902.305357720481,63.402126303609734,NA,AS46,Ambulance Stations
Station #47,Ambulance stations and associated offices and facilities,3600 St. Clair Ave. E.,Scarborough,M1K 1M2,1787,Square feet,168,0,37819.173546999999,kWh,4697.5100300000004,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10285.303076582701,48.914247720514688,NA,AS47,Ambulance Stations
Station #52,Ambulance stations and associated offices and facilities,64 Murray Rd,North York,M3K 1T2,38760,Square feet,168,0,696813.82883599994,kWh,58512.893965999996,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,136241.65737636655,33.91441196525178,NA,AS52,Ambulance Stations
Station #54,Ambulance stations and associated offices and facilities,4135 Bathurst St.,North York,M3H 3P5,1324,Square feet,168,0,67467.104323000007,kWh,15453.041536000001,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31784.804231151844,174.1701288163126,NA,AS54,Ambulance Stations
Etobicoke Animal Centre,Other,146 The East Mall,Etobicoke,M8Z 5V5,6588,Square feet,168,0,282291.97962599999,kWh,63553.167000000001,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,130893.827084766,144.68851299190968,NA,ETAC,Animal Centres
North York Animal Centre,Other,1300 Sheppard Ave W,North York,M3K 2A6,13218,Square feet,168,0,338797.52623400005,kWh,8695.4034479999991,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28715.28192055512,32.576344434090593,NA,NYAC,Animal Centres
Scarborough Animal Centre,Other,821 Progress Ave,Scarborough,M1H 2X4,12831,Square feet,168,0,345067.692645,kWh,61121.805805999997,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,128534.92020682014,77.181562683074233,NA,SCAC,Animal Centres
Albion Road Childcare Centre,Other,1545 Albion Rd,Etobicoke,M9V 1B2,5543,Square feet,100,0,55621.799107999999,kWh,16103.509526,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32594.060779334941,40.70408129639597,NA,ARCC,Child Care Facilities
Ancaster Childcare Centre,Other,45 Ancaster Rd,North York,M3K 1S7,7018,Square feet,100,0,149276.839164,kWh,14633.253749,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33172.612024341812,43.282563864080188,NA,ACC,Child Care Facilities
City Kids Childcare Centre,Other,34 Bathurst,Toronto,M5V 2P1,8460,Square feet,100,0,61221.500152000001,kWh,8918.2312080000011,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19145.848648997522,18.365162480815428,NA,CKCCC,Child Care Facilities
Danforth Childcare Centre,Other,1125 Danforth Ave,Toronto,M4J 4B3,6351,Square feet,100,0,124508.830929,kWh,8467.0801730000003,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20567.145447290372,33.678819285415166,NA,DCC,Child Care Facilities
Davisville Childcare Centre,Other,41 Millwood Rd,Toronto,M4S 1Z4,3595,Square feet,100,0,25142.365495000002,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,905.12515782000003,6.9937330333397023,NA,DVCC,Child Care Facilities
Jesse Ketchum Childcare Centre,Other,7 Berryman St,Toronto,M5R 1M7,11550,Square feet,100,0,23860.897195000001,kWh,27331.056666,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52779.527336853542,27.046586496687496,NA,JKCC,Child Care Facilities
Malvern Childcare Centre,Other,1321 Neilson Rd,Scarborough,M1B 3C2,6501,Square feet,100,0,151143.717944,kWh,7682.9140000000007,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20036.328742644,35.72541679859274,NA,MCC,Child Care Facilities
Regent Park Childcare Centre,Other,30 Regent St,Toronto,M5A 3N7,15963,Square feet,100,0,305919.11239899998,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11013.088046363999,19.16434173162741,NA,REGENT,Child Care Facilities
Thomas Berry Childcare Centre,Other,3495 Lakeshore Blvd.W.,Etobicoke,M8W 1N4,9117,Square feet,100,0,118601.37448499999,kWh,21346.092173000001,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44820.607321586373,37.725916882677858,NA,TBCC,Child Care Facilities
Willowridge Childcare Centre,Other,30 Earldown Dr,Etobicoke,M9R 2L3,4844,Square feet,100,0,72359.582836000001,kWh,20199.154935999999,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40977.07762246584,58.958974510563209,NA,WCC,Child Care Facilities
Woodbine Childcare Centre,Other,700 Milverton Blvd,Toronto,M4C 1X9,4801,Square feet,100,0,49967.408234000002,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1798.8266964239999,10.407751808276256,NA,WBCC,Child Care Facilities
Roselawn Comm Tower,Other,408 Roselawn,Toronto,M5N 1J8,1,Square feet,168,0,57596.382383000004,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2073.4697657880001,57596.622367926597,NA,408ROSE,Communication Towers
St Clair Comm Tower,Other,301 St Clair Ave W,Toronto,M4V 1S4,1,Square feet,168,0,62278.518811999995,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2242.0266772319997,62278.778305828375,NA,0STCLA,Communication Towers
519 Church St Comm Ctr,Community centres,519 Church St,Toronto,M4Y 2C9,15554,Square feet,100,0,466784.164728,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16804.229930207999,30.010679546227315,NA,519CC,Community Centres
Amesbury Community Center,Community centres,1507 Lawrence Ave W,North York,M6L 1A8,37975,Square feet,100,0,268415.17106800003,kWh,37893.223127000005,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81648.323200578641,17.602251386534743,NA,AMESC,Community Centres
Ancaster C.C.,Community centres,41-47 Ancaster Rd,North York,M3K 1S7,7513,Square feet,100,0,91837.753156999999,kWh,15512.447390000001,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32775.000295961101,34.020914888959794,NA,ANCAC,Community Centres
Annette R.C,Community centres,333 Annette St,Toronto,M6P 1R3,20774,Square feet,100,0,356478.09547,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12833.211436919999,17.159891248454691,NA,ANNEC,Community Centres
Armour Height C.C,Community centres,2140 Avenue Rd,Toronto,M5M 4MZ,19773,Square feet,100,0,204597.12499800001,kWh,22821.423583,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50719.126666317272,22.531633790501932,NA,ARMOC,Community Centres
Banbury C.C.,Community centres,120 Banbury Rd,North York,M3B 2L3,9537,Square feet,100,0,117133.05868,kWh,14950.095445999999,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32617.336930291742,28.83065290221937,NA,BANBC,Community Centres
Berner Trail C.C,Community centres,120 Berner Trail,Scarborough,M1B 1B3,10204,Square feet,100,0,107053.085294,kWh,24877.253840999998,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51112.981419793286,36.22858004099799,NA,BERNC,Community Centres
Birchmount C.C,Community centres,93 Birchmount Rd,Scarborough,M1N 3J7,46166,Square feet,100,0,1324707.2151289999,kWh,258253.00992600003,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,538290.12017096695,87.749094078456054,NA,BIRCC,Community Centres
Birkdale C.C,Community centres,1299 Ellesmere Rd,Scarborough,M1P 2Y2,11733,Square feet,100,0,261155.84888300003,kWh,11791.535056000001,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31801.871790320642,32.86774064517099,NA,BIRKC,Community Centres
Bocci Club,Community centres,6 Thora Ave @Danforth & Victoria,Scarborough,M1L 2P8,4004,Square feet,100,0,6769.0550470000007,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,243.68598169200001,1.690580232616391,NA,BOC,Community Centres
Burrows Hall Community Complex,Community centres,1081 Progress Ave,Scarborough,M1B 5Z6,43185,Square feet,100,0,808200.93688499997,kWh,52652.834631000005,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,129119.2971480244,31.586129682782094,NA,BHCC,Community Centres
Carmine Stefano Community Ctr,Community centres,3100 Weston Rd,North York,M9M 2S7,57867,Square feet,100,0,226287.99939399998,kWh,88777.232705000002,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,176795.58917554546,20.106240427972772,NA,3100WE,Community Centres
Cecil Community Ctr,Community centres,58 Cecil St,Toronto,M5T 1N6,5769,Square feet,100,0,69242.495001000003,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2492.7298200360001,12.002562577811725,NA,CECIC,Community Centres
Cedar Brook C.C,Community centres,91 Eastpark Blvd,Scarborough,M1H 1C6,14951,Square feet,100,0,142581.12617800001,kWh,6516.3660609999997,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17511.995984829089,14.137740255385188,NA,CEDBC,Community Centres
Chapley C.C / Wilmington Park,Community centres,205 Wilmington Ave.,North York,M3H 6B3,6997,Square feet,100,0,336831.46060200001,kWh,21844.449043999997,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53623.613986068362,81.097500003254396,NA,CHAPC,Community Centres
Commander Park C.C,Community centres,140 Commander Blvd,Scarborough,M1S 3H7,56317,Square feet,100,0,936822.39787099999,kWh,54290.605902000003,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,136860.92744932638,26.811771682205965,NA,COMMC,Community Centres
Community Centre 55,Community centres,97 Main St,Toronto,M4E 2V6,8999,Square feet,100,0,57691.246520999994,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2076.8848747559996,6.4108775309694224,NA,COM55C,Community Centres
Curran Hall C.C,Community centres,277 Orton Park Rd,Scarborough,M1G 3B9,2508,Square feet,100,0,46991.463707999996,kWh,7474.5576129999999,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15891.03504532797,50.198835939010117,NA,CURAC,Community Centres
Davenport C.C,Community centres,1347 Davenport Rd,Toronto,M6H 2H5,2282,Square feet,100,0,8260.6756260000002,kWh,3775.388508,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7469.4521172985196,21.08524762256139,NA,DAVPC,Community Centres
David Appleton Community Centre,Community centres,33A Pritchard Ave,Toronto,M9N 1T4,2906,Square feet,100,0,59059.046871999999,kWh,8038.3438690000003,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17396.487151892612,49.524454027304444,NA,YORCC,Community Centres
Don Montgomery,Community centres,2467 Eglinton Ave E,Scarborough,M1K 2R1,89125,Square feet,100,0,1931331.729967,kWh,149275.60333300001,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,353105.31317447877,39.351525408885621,NA,MIDSC,Community Centres
Driftwood C.C,Community centres,4401 Jane St.,North York,M3N 2K3,25015,Square feet,100,0,323755.39814599999,kWh,53080.95246,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,112492.54891199341,35.343553272758236,NA,DRIFC,Community Centres
Earl Bales C.C & Senior,Community centres,4169 Bathurst St,North York,M3H 3P7,21657,Square feet,100,0,328211.52374999999,kWh,40156.909613000003,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,88101.294477719974,34.729614719940251,NA,EARLC,Community Centres
East Scar Boys/Girls Club,Community centres,100 Galloway Rd,Scarborough,M1E 1W7,13972,Square feet,100,0,332702.89038699999,kWh,33321.659718999996,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75278.127805519107,48.988880674682193,NA,EASSC,Community Centres
East York Community Centre,Community centres,1081A Pape Ave,Toronto,M4K 3W4,31000,Square feet,100,0,480046.90250000003,kWh,131277.277818,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,266667.82038807648,60.190646482037685,NA,EASYC,Community Centres
Eastview Neighbourhood Comm Ctr,Community centres,86 Blake St,Toronto,M4J 3C9,25510,Square feet,100,0,342962.81082400004,kWh,27415.050909000001,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64426.759250982221,24.789416829192309,NA,EASVC,Community Centres
Edithvale C.C,Community centres,7 Edithvale Dr,North York,M2N 2R4,24725,Square feet,100,0,716315.56796800008,kWh,36588.059567999997,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,95293.331327581924,44.593305431024817,NA,EDITC,Community Centres
Ellesmere C.C,Community centres,20 Canadian Rd,Scarborough,M1R 4B4,24402,Square feet,100,0,196439.017742,kWh,28073.797096999999,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60403.316245911927,20.195387148943567,NA,ELLEC,Community Centres
Elmbank Community Centre,Community centres,10 Rampart Rd,Etobicoke,M9V 4L9,14725,Square feet,100,0,154935.198409,kWh,18610.648044000001,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40932.129125430365,23.864432273951877,NA,ELMBC,Community Centres
Fairbank Memorial R.C.,Community centres,2213 Dufferin St,Toronto,M6E 3S2,19364,Square feet,100,0,258763.01671700002,kWh,39790.945120999997,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,84905.929138724488,35.056138952385894,NA,FAIRBC,Community Centres
Fairmount Park C.R.C,Community centres,1725 Gerrard St,Toronto,M4L 2B3,4359,Square feet,100,0,8627.8472180000008,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,310.60249984799998,1.9793262600053703,NA,FAIRC,Community Centres
Falstaff C.C,Community centres,50 Falstaff Ave.,Toronto,M67 2C7,13853,Square feet,100,0,127293.802558,kWh,24636.022223,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51383.381948898874,27.962940225302827,NA,FALSC,Community Centres
Flemingdon C.C,Community centres,150 Grenoble Dr,North York,M3C 3E7,10000,Square feet,100,0,89213.013109000007,kWh,18803.365582999999,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38932.234036293266,28.77157765832591,NA,FLEMC,Community Centres
Forest Hill C.C,Community centres,666 Eglinton Av W,Toronto,M5N 1B9,32841,Square feet,100,0,543141.90490299999,kWh,36486.854827999996,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,88866.821824711311,28.267309132637969,NA,FOREC,Community Centres
Frankland C.C,Community centres,825 Logan Av Club H S E,Toronto,M4K 3E1,3681,Square feet,100,0,26445.860979000001,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,952.05099524399998,7.1844529122758525,NA,FRANC,Community Centres
Franklin Horner,Community centres,432 Horner Ave,Etobicoke,M8W 2B2,39500,Square feet,100,0,345960.68580700003,kWh,60730.389046999997,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,127823.49745774743,24.98930479967003,NA,FHORN,Community Centres
Glenlong C.C & A.I.R,Community centres,35 Glen Long Ave,Toronto,M6B 2M1,10236,Square feet,100,0,379096.20177300001,kWh,40695.749488000001,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90956.771608686729,79.006697225240728,NA,GLENC,Community Centres
Harwood Hall Community Ctr,Community centres,85 Cayuga Ave,Toronto,M6N 2G4,4306,Square feet,100,0,26376.960350000001,kWh,11699.776263,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23175.518541658472,34.809256794750866,NA,HARWC,Community Centres
Heron Park C.C,Community centres,292 Manse Rd,Scarborough,M1E 3V4,52377,Square feet,100,0,1090733.855,kWh,118672.48428600001,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,264707.35045327136,44.743568918339896,NA,HEROC,Community Centres
Jenner Jean-Marie C.C.,Community centres,48 Thorncliffe Park Dr,Toronto,M4K 1V5,13207,Square feet,100,0,147637.27418099999,kWh,31079.869445000004,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64357.059056488062,36.021824677310796,NA,JENNC,Community Centres
John Innes C.C,Community centres,150 Sherbourne St,Toronto,M5A 2R6,24176,Square feet,100,0,442906.68395499996,kWh,74418.276341999997,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,157316.29600651396,50.815830506053985,NA,JOHNC,Community Centres
Lakeshore Community Ctr,Community centres,2445 Lakeshore Blvd W,Etobicoke,M8V 3B5,5952,Square feet,100,0,126930.61306199999,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4569.5020702319989,21.325796696833741,NA,LAKEC,Community Centres
Lamp Senior Centre,Community centres,185 Fifth St,Etobicoke,M8V 2Z5,26318,Square feet,100,0,444956.91029299999,kWh,41096.107097,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,94088.312461647933,33.391595490530442,NA,LAMPC,Community Centres
Lawrence Heights C.C.,Community centres,9 Replin Rd,North York,M6A 2M8,22152,Square feet,100,0,213957.99473200002,kWh,36209.092868,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,76488.539440762921,26.914461648720049,NA,LAWRC,Community Centres
Ledbury Community Center,Community centres,160 Ledbury St.,Toronto,M5M 4L9,5780,Square feet,100,0,196534.23286699998,kWh,21473.604057,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47868.423274254332,73.222574073747296,NA,LEDBR,Community Centres
Leslie Grove Park,Community centres,1158 Queen St E,Scarborough,M1P 4N7,1389,Square feet,100,0,61310.597500000003,kWh,1051.093333,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4203.9330037667696,52.128855570445637,NA,LGP,Community Centres
Main Square Comm Ctr,Community centres,245 Main St,Toronto,M4C 5T3,35123,Square feet,100,0,568270.35072600003,kWh,86897.387096999999,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,185535.82992043596,42.297825777046889,NA,245MAI,Community Centres
Masaryk-Cowan C.R.C,Community centres,220 Cowan Av,Toronto,M6K 2N6,32270,Square feet,100,0,324867.28795000003,kWh,32398.878432000001,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,73243.047734686086,20.666112060985881,NA,MASAC,Community Centres
McGregor Park C.C,Community centres,2231 Lawrence Ave E,Scarborough,M1P 2P5,45262,Square feet,100,0,1039656.6304700001,kWh,36677.045454999999,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,107102.65517732897,31.524265125754702,NA,MCGRC,Community Centres
Mount Dennis Community Ctr,Community centres,4 Hollis St,Toronto,M6M 4M9,3003,Square feet,100,0,52765.719395,kWh,4727.6220210000001,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10880.582175293492,34.190560606788495,NA,MOUNC,Community Centres
New Tor Seniors Club,Community centres,105 Fourth St,Etobicoke,M8V 2Y4,3025,Square feet,100,0,67207.256506999998,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2419.4612342519999,22.217367450325767,NA,NEWTC,Community Centres
Niagara C.C,Community centres,700 Wellington St W,Toronto,M5V 1G7,5296,Square feet,100,0,69120.443921999991,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2488.3359811919995,13.051497719760132,NA,NIAGC,Community Centres
North Toronto Mem Rec Ctr,Community centres,200 Eglinton Ave W,Toronto,M4R 1A7,74820,Square feet,100,0,1506211.3613219999,kWh,151936.23155600001,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,342855.34873220965,41.568700129944148,NA,NORTC,Community Centres
North York Memorial Hall,Community centres,5120 Yonge,North York,M2N 5N9,10473,Square feet,100,0,163594.31258,kWh,11355.504876999999,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27461.334312668128,27.066952875611587,NA,NYMH,Community Centres
Northwood C.C,Community centres,15 Clubhouse Crt,North York,M3L 2L7,36167,Square feet,100,0,352216.56946999999,kWh,49252.439035000003,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,106244.16241131916,24.114900977147609,NA,NORWC,Community Centres
